file,phase,page,delay,concurrency,requests,seconds,rps,p50,p95,p99,mean,cpuPct,cpuMsPerRequest,eluPct,eldP99,gcPct,rssMiB,heapMiB,backendP95,bodyBytes,loadCpuPct,throttledUsec
matrix-hello-d500-c1.json,matrix,hello,500,1,30,15.260871422000001,1.965811726632605,507.1123990000001,515.5790079999999,520.3289619999996,508.2209784,2.5253778891956893,12.874966666666667,1.8571966515777707,13.500415,0,201.375,43.32659912109375,503.98228999995627,910,3.0001578912217397,0
matrix-hello-d500-c16.json,matrix,hello,500,16,465,15.272465146,30.44695113426321,516.7161400000005,530.7196819999999,561.0292399999998,518.4069143978492,5.611301840240169,1.8453548387096774,4.841136186855363,16.343039,0.4767081810364863,206.84765625,34.99382781982422,503.5456980000017,910,8.01106315054858,0
matrix-hello-d500-c64.json,matrix,hello,500,64,1792,15.115352691,118.55495777263567,536.794836,550.1854370000001,577.0337220000001,539.0035505050207,10.47286859580914,0.8842142857142857,8.63122801654913,23.068671,0.6982277088689586,206.84765625,50.24479675292969,507.4622490000329,910,12.654779003245942,0
matrix-large-d200-c1.json,matrix,large,200,1,65,15.091836798000001,4.3069641469098,231.75758900000073,236.61822700000005,242.24778199999997,231.96859383076932,19.53583793855716,45.40092307692308,15.006028410750934,37.158911,0.6077188438308899,227.0625,21.595672607421875,202.0682220000308,1554075,4.482680035422076,0
matrix-large-d200-c16.json,matrix,large,200,16,642,15.369914046,41.7699147879802,376.13074699999925,394.3638769999998,411.40983700000015,376.2824596760128,52.12212104506848,12.492545171339565,46.94695321224826,152.174591,0.6990754107102941,277.73046875,59.782135009765625,203.60155900008976,1554075,9.760495680914445,0
matrix-large-d200-c64.json,matrix,large,200,64,1216,15.761330499,77.15084713674082,823.4929670000001,856.5166750000008,872.555133,813.7155854399676,84.06646611117684,10.916073190789474,76.19084878726542,606.601215,1.2273159337075468,360.1171875,58.627769470214844,205.05343800003175,1554075,14.811573586188363,0
matrix-large-d50-c1.json,matrix,large,50,1,213,15.032003854000001,14.16976752193427,70.19909499999994,74.05797999999959,92.01531699999987,70.50227654460099,40.05732161236229,28.317835680751173,30.894013260988977,27.951103,1.1716647593761533,256.3046875,23.959915161132812,52.64480000000913,1554074,4.219878881080247,0
matrix-large-d50-c16.json,matrix,large,50,16,1118,15.199849293,73.55336085568122,203.9114150000005,276.011528,326.21131300000025,216.3130162889088,84.98001738223773,11.564257602862254,77.45327462558816,203.423743,1.2973481190140923,291.07421875,67.19356536865234,52.88822199997958,1554074,13.829473233722632,0
matrix-large-d50-c64.json,matrix,large,50,64,1472,15.637853195,94.13056777324479,664.6083140000001,814.656195,954.5394249999999,666.7698630978259,102.67714624551846,10.91739945652174,93.09006294178599,728.236031,1.7468344820466188,310.92578125,56.870811462402344,52.32921599992551,1554074,18.374487551901236,0
matrix-large-d500-c1.json,matrix,large,500,1,29,15.457738352,1.8760829909019539,530.929016,539.4561209999993,553.0385299999999,532.696945275862,9.382203834156872,50.06037931034483,7.078555168956889,32.112639,0.318396375387273,227.21875,21.555335998535156,501.90660800004844,1554075,3.527452970485355,0
matrix-large-d500-c16.json,matrix,large,500,16,352,15.311462105999999,22.98931333684091,693.0248829999991,719.9077130000001,729.136072,692.1059455312501,32.17920534505801,14.014877840909092,28.689556813299173,163.839999,0.4728385278978058,277.40234375,60.49775695800781,504.127536999993,1554075,9.08888886938175,0
matrix-large-d500-c64.json,matrix,large,500,64,896,16.135560408,55.529524686094184,1146.3354120000004,1181.6545019999994,1193.687366,1130.4867719765637,63.41360357862631,11.428360491071428,57.13796983607594,610.795519,1.0303500027919996,339.36328125,55.402618408203125,506.0601190000307,1554075,13.294831750759116,0
matrix-medium-d200-c1.json,matrix,medium,200,1,70,15.120663353,4.629426524869475,216.1759430000002,220.2009530000014,224.32575400000007,215.771668742857,10.737288197318206,23.22787142857143,8.195183308890403,19.906559,0.3765577766314799,241.58203125,21.173606872558594,202.15969999996014,809522,4.43817084794895,0
matrix-medium-d200-c16.json,matrix,medium,200,16,880,15.07362503,58.380117473308275,273.3309570000001,282.99694700000146,286.14947799999936,273.47777923977253,33.527015426778135,5.7487568181818185,28.76278874535271,64.389119,0.79707404059929,276.390625,60.69043731689453,203.7730379999848,809522,13.380431824099706,0
matrix-medium-d200-c64.json,matrix,medium,200,64,2688,15.192947945,176.92418941543343,356.5389929999992,396.85905,412.71525499999996,359.8279565911457,55.317617099175095,3.130063988095238,45.91581764241966,157.941759,2.146676840139128,315.875,77.94903564453125,205.54879200004507,809522,22.4507486456001,0
matrix-medium-d50-c1.json,matrix,medium,50,1,236,15.005488655999999,15.727578448812098,63.13373700000011,68.25291700000025,70.73800599999959,63.41572820762718,29.107067159121932,18.530283898305086,22.266918126142645,21.381119,1.636088557555913,227.09375,22.560035705566406,52.51212799997302,809521,7.472310285154689,0
matrix-medium-d50-c16.json,matrix,medium,50,16,2832,15.056988906,188.08541453274813,84.64529000000039,89.67688499999895,95.65627500000028,84.92006254661014,55.062402647088824,2.9295014124293783,46.22777261140967,41.877503,1.766032485948384,322.51953125,79.04293060302734,52.61271100002341,809521,15.956754134511593,0
matrix-medium-d50-c64.json,matrix,medium,50,64,5252,15.182801645,345.9177115528996,180.99824500000022,211.46642299999985,236.155397,183.4101942420029,90.95251131914638,2.6331169078446304,75.33833116095225,144.048127,4.026901267511458,305.68359375,70.5318374633789,53.28129099996295,809521,30.935053296821803,0
matrix-medium-d500-c1.json,matrix,medium,500,1,29,15.048994932,1.927038990380331,518.0856110000004,529.278142,534.381907,518.5406097586208,5.401976511051184,28.07,4.213922185532323,18.923519,0.1649050232940722,226.484375,19.52446746826172,502.631613000005,809522,3.441526935895884,0
matrix-medium-d500-c16.json,matrix,medium,500,16,419,15.566399312000001,26.91695051642396,576.8557790000013,594.1769469999999,598.8344159999997,577.0982774964202,17.304306880219332,6.438785202863962,14.721394235895804,60.915711,0.36333872159824154,250.04296875,38.08848571777344,503.70135099999607,809522,10.227495102885054,0
matrix-medium-d500-c64.json,matrix,medium,500,64,1472,15.534453402,94.75711580624302,673.4513470000002,689.8397209999998,698.0652,672.1508253199731,31.97019310261853,3.3760061141304347,26.70343192853226,156.762111,1.0025702138332642,324.74609375,77.86796569824219,506.02323200006504,809522,15.064640001267794,0
default-before.json,control-default-before,large,50,64,4333,45.657163057000005,94.9029617672594,664.0138179999994,735.855587,812.0161410000001,669.5643247696742,103.05151486212819,10.861989383798754,93.19022563504359,635.437055,1.4770665671575283,347.05078125,57.7091064453125,53.31025099999533,1554075,16.062758256028467,0
no-etag.json,control-no-etag,large,50,64,16069,45.129935955,356.0607756240278,165.5494839999992,228.58632699999725,433.07594000000245,179.36772127792676,108.97922953453845,3.065719770987616,74.15605910895209,154.533887,6.172042546472989,381.05078125,80.58165740966797,53.10787199999322,1554075,66.23186984522867,0
default-restored.json,control-default-restored,large,50,64,6116,45.314255341,134.9685646156098,314.60591900000145,694.1822349999998,719.0755379999998,472.42112664388367,102.66647784457739,7.609487900588619,90.16825629855781,611.319807,2.033905566203714,350.296875,68.69319152832031,52.94216299999971,1554075,20.85602702103102,0
